int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Ferry-pax only,46,8,1981,1980,1981,1980,24250213,8039666,923,3774,1922,1549,59,4465
General cargo,251,106,1989,1992,1992,1992,504291778,714743186,552,899,775,770,146,11097
Chemical tanker,46,31,2007,2006,2009,2009,561962823,872258631,674,862,911,911,116,8920
Cruise,71,20,2001,1995,2005,2004,1071512753,129832692,354,395,328,331,290,22387
Bulk carrier,23,12,1988,1989,1997,1998,151965485,239945243,581,1101,865,858,30,2303
Ferry-RoPax,205,22,1979,1989,1983,1986,4873668684,986220800,285,1858,1164,1425,1326,101704
Container,45,22,1999,2000,1996,1996,332630196,387266257,460,677,584,545,69,5294
Service - tug,11,7,1985,1986,1984,1984,3595010,2343322,350,1425,1611,1452,17,1240
Liquefied gas tanker,52,21,2010,2007,2011,2011,431333470,501288186,1125,1052,861,867,107,8176
Oil tanker,12,12,2004,2004,2004,2004,157121123,245917796,750,771,780,776,38,2962
Service - other,13,6,1996,1998,2000,1994,6826852,2408722,526,1141,720,436,8,619
Miscellaneous - fishing,26,4,2002,1994,1997,1996,2852186,3123315,224,1714,386,501,19,1448
Ro-Ro,7,3,2012,2009,2009,2010,140638178,95756052,358,1161,541,468,24,1818
Offshore,2,1,2016,2016,2016,2016,3946722,3430444,439,439,439,439,4,280
